dhsl	dt	Mode	pCa
0.120741852516385	0.001	-1	6.4
0.120425230843964	0.001	-1	6.4
0.120103854989626	0.001	-1	6.4
0.119777737640746	0.001	-1	6.4
0.119446891671878	0.001	-1	6.4
0.11911133014425	0.001	-1	6.4
0.118771066305261	0.001	-1	6.4
0.118426113587942	0.001	-1	6.4
0.118076485610436	0.001	-1	6.4
0.117722196175457	0.001	-1	6.4
0.117363259269744	0.001	-1	6.4
0.116999689063521	0.001	-1	6.4
0.116631499909902	0.001	-1	6.4
0.116258706344373	0.001	-1	6.4
0.115881323084187	0.001	-1	6.4
0.115499365027784	0.001	-1	6.4
0.115112847254217	0.001	-1	6.4
0.114721785022546	0.001	-1	6.4
0.114326193771232	0.001	-1	6.4
0.113926089117554	0.001	-1	6.4
0.113521486856943	0.001	-1	6.4
0.113112402962416	0.001	-1	6.4
0.112698853583899	0.001	-1	6.4
0.112280855047612	0.001	-1	6.4
0.111858423855425	0.001	-1	6.4
0.11143157668419	0.001	-1	6.4
0.111000330385119	0.001	-1	6.4
0.110564701983062	0.001	-1	6.4
0.110124708675887	0.001	-1	6.4
0.10968036783378	0.001	-1	6.4
0.109231696998551	0.001	-1	6.4
0.108778713882961	0.001	-1	6.4
0.108321436370007	0.001	-1	6.4
0.107859882512219	0.001	-1	6.4
0.107394070530956	0.001	-1	6.4
0.106924018815674	0.001	-1	6.4
0.106449745923218	0.001	-1	6.4
0.105971270577058	0.001	-1	6.4
0.105488611666591	0.001	-1	6.4
0.10500178824636	0.001	-1	6.4
0.104510819535323	0.001	-1	6.4
0.10401572491608	0.001	-1	6.4
0.103516523934115	0.001	-1	6.4
0.103013236297045	0.001	-1	6.4
0.102505881873787	0.001	-1	6.4
0.101994480693829	0.001	-1	6.4
0.101479052946418	0.001	-1	6.4
0.100959618979756	0.001	-1	6.4
0.100436199300212	0.001	-1	6.4
0.0999088145714833	0.001	-1	6.4
0.0993774856138394	0.001	-1	6.4
0.098842233403218	0.001	-1	6.4
0.0983030790704618	0.001	-1	6.4
0.0977600439004771	0.001	-1	6.4
0.0972131493313402	0.001	-1	6.4
0.0966624169535333	0.001	-1	6.4
0.0961078685090104	0.001	-1	6.4
0.0955495258904033	0.001	-1	6.4
0.0949874111401261	0.001	-1	6.4
0.0944215464494942	0.001	-1	6.4
0.0938519541578877	0.001	-1	6.4
0.0932786567518296	0.001	-1	6.4
0.0927016768641273	0.001	-1	6.4
0.092121037272948	0.001	-1	6.4
0.0915367609009508	0.001	-1	6.4
0.090948870814378	0.001	-1	6.4
0.0903573902221044	0.001	-1	6.4
0.089762342474792	0.001	-1	6.4
0.0891637510638859	0.001	-1	6.4
0.0885616396207709	0.001	-1	6.4
0.0879560319157573	0.001	-1	6.4
0.0873469518572136	0.001	-1	6.4
0.0867344234905723	0.001	-1	6.4
0.0861184709973983	0.001	-1	6.4
0.0854991186944556	0.001	-1	6.4
0.0848763910327026	0.001	-1	6.4
0.0842503125963603	0.001	-1	6.4
0.0836209081019383	0.001	-1	6.4
0.0829882023972495	0.001	-1	6.4
0.0823522204604217	0.001	-1	6.4
0.0817129873989444	0.001	-1	6.4
0.0810705284486417	0.001	-1	6.4
0.0804248689726847	0.001	-1	6.4
0.0797760344606147	0.001	-1	6.4
0.0791240505273052	0.001	-1	6.4
0.0784689429119538	0.001	-1	6.4
0.0778107374771047	0.001	-1	6.4
0.077149460207572	0.001	-1	6.4
0.0764851372094455	0.001	-1	6.4
0.0758177947090743	0.001	-1	6.4
0.0751474590519798	0.001	-1	6.4
0.0744741567018821	0.001	-1	6.4
0.073797914239595	0.001	-1	6.4
0.0731187583620176	0.001	-1	6.4
0.0724367158810573	0.001	-1	6.4
0.0717518137225852	0.001	-1	6.4
0.0710640789253709	0.001	-1	6.4
0.0703735386399984	0.001	-1	6.4
0.0696802201278146	0.001	-1	6.4
0.0689841507598601	0.001	-1	6.4
0.0682853580157499	0.001	-1	6.4
0.067583869482629	0.001	-1	6.4
0.0668797128540604	0.001	-1	6.4
0.066172915928945	0.001	-1	6.4
0.0654635066104206	0.001	-1	6.4
0.064751512904742	0.001	-1	6.4
0.064036962920202	0.001	-1	6.4
0.0633198848660257	0.001	-1	6.4
0.0626003070512056	0.001	-1	6.4
0.0618782578834605	0.001	-1	6.4
0.0611537658680383	0.001	-1	6.4
0.0604268596066611	0.001	-1	6.4
0.0596975677963201	0.001	-1	6.4
0.0589659192282355	0.001	-1	6.4
0.0582319427866196	0.001	-1	6.4
0.0574956674476113	0.001	-1	6.4
0.0567571222781034	0.001	-1	6.4
0.0560163364345883	0.001	-1	6.4
0.0552733391620244	0.001	-1	6.4
0.0545281597926781	0.001	-1	6.4
0.0537808277449479	0.001	-1	6.4
0.0530313725222271	0.001	-1	6.4
0.052279823711725	0.001	-1	6.4
0.0515262109832939	0.001	-1	6.4
0.0507705640882854	0.001	-1	6.4
0.0500129128583389	0.001	-1	6.4
0.0492532872042304	0.001	-1	6.4
0.0484917171146719	0.001	-1	6.4
0.0477282326551567	0.001	-1	6.4
0.0469628639667441	0.001	-1	6.4
0.0461956412648732	0.001	-1	6.4
0.045426594838176	0.001	-1	6.4
0.0446557550473088	0.001	-1	6.4
0.0438831523236907	0.001	-1	6.4
0.0431088171683598	0.001	-1	6.4
0.042332780150744	0.001	-1	6.4
0.041555071907446	0.001	-1	6.4
0.0407757231410635	0.001	-1	6.4
0.0399947646189602	0.001	-1	6.4
0.0392122271720226	0.001	-1	6.4
0.0384281416935011	0.001	-1	6.4
0.0376425391377424	0.001	-1	6.4
0.0368554505189955	0.001	-1	6.4
0.0360669069101718	0.001	-1	6.4
0.0352769394416157	0.001	-1	6.4
0.0344855792998935	0.001	-1	6.4
0.0336928577265567	0.001	-1	6.4
0.032898806016874	0.001	-1	6.4
0.0321034555186763	0.001	-1	6.4
0.0313068376310177	0.001	-1	6.4
0.0305089838030135	0.001	-1	6.4
0.0297099255325719	0.001	-1	6.4
0.0289096943651401	0.001	-1	6.4
0.0281083218924785	0.001	-1	6.4
0.0273058397513957	0.001	-1	6.4
0.0265022796225161	0.001	-1	6.4
0.0256976732290148	0.001	-1	6.4
0.0248920523353711	0.001	-1	6.4
0.0240854487461384	0.001	-1	6.4
0.0232778943046128	0.001	-1	6.4
0.0224694208916851	0.001	-1	6.4
0.0216600604244981	0.001	-1	6.4
0.0208498448552099	0.001	-1	6.4
0.0200388061697474	0.001	-1	6.4
0.0192269763865269	0.001	-1	6.4
0.0184143875552039	0.001	-1	6.4
0.0176010717553936	0.001	-1	6.4
0.0167870610954033	0.001	-1	6.4
0.0159723877109847	0.001	-1	6.4
0.0151570837640485	0.001	-1	6.4
0.0143411814414023	0.001	-1	6.4
0.013524712953469	0.001	-1	6.4
0.012707710533018	0.001	-1	6.4
0.0118902064339252	0.001	-1	6.4
0.0110722329298341	0.001	-1	6.4
0.0102538223129471	0.001	-1	6.4
0.00943500689271559	0.001	-1	6.4
0.00861581899456354	0.001	-1	6.4
0.00779629095863044	0.001	-1	6.4
0.00697645513848499	0.001	-1	6.4
0.00615634389982844	0.001	-1	6.4
0.00533598961926174	0.001	-1	6.4
0.00451542468296395	0.001	-1	6.4
0.0036946814854204	0.001	-1	6.4
0.00287379242818631	0.001	-1	6.4
0.00205278991855096	0.001	-1	6.4
0.00123170636827652	0.001	-1	6.4
0.000410574192347468	0.001	-1	6.4
-0.000410574192347468	0.001	-1	6.4
-0.00123170636827652	0.001	-1	6.4
-0.00205278991855096	0.001	-1	6.4
-0.00287379242818631	0.001	-1	6.4
-0.0036946814854204	0.001	-1	6.4
-0.00451542468296395	0.001	-1	6.4
-0.00533598961926174	0.001	-1	6.4
-0.00615634389982844	0.001	-1	6.4
-0.00697645513848499	0.001	-1	6.4
-0.00779629095863044	0.001	-1	6.4
-0.00861581899456354	0.001	-1	6.4
-0.00943500689271559	0.001	-1	6.4
-0.0102538223129471	0.001	-1	6.4
-0.0110722329298341	0.001	-1	6.4
-0.0118902064339252	0.001	-1	6.4
-0.012707710533018	0.001	-1	6.4
-0.013524712953469	0.001	-1	6.4
-0.0143411814414023	0.001	-1	6.4
-0.0151570837640485	0.001	-1	6.4
-0.0159723877109883	0.001	-1	6.4
-0.0167870610953997	0.001	-1	6.4
-0.0176010717553936	0.001	-1	6.4
-0.0184143875552039	0.001	-1	6.4
-0.0192269763865305	0.001	-1	6.4
-0.0200388061697474	0.001	-1	6.4
-0.0208498448552064	0.001	-1	6.4
-0.0216600604244981	0.001	-1	6.4
-0.0224694208916851	0.001	-1	6.4
-0.0232778943046164	0.001	-1	6.4
-0.0240854487461348	0.001	-1	6.4
-0.0248920523353711	0.001	-1	6.4
-0.0256976732290148	0.001	-1	6.4
-0.0265022796225161	0.001	-1	6.4
-0.0273058397513957	0.001	-1	6.4
-0.0281083218924785	0.001	-1	6.4
-0.0289096943651401	0.001	-1	6.4
-0.0297099255325719	0.001	-1	6.4
-0.030508983803017	0.001	-1	6.4
-0.0313068376310142	0.001	-1	6.4
-0.0321034555186728	0.001	-1	6.4
-0.0328988060168776	0.001	-1	6.4
-0.0336928577265532	0.001	-1	6.4
-0.0344855792998935	0.001	-1	6.4
-0.0352769394416192	0.001	-1	6.4
-0.0360669069101718	0.001	-1	6.4
-0.0368554505189955	0.001	-1	6.4
-0.0376425391377424	0.001	-1	6.4
-0.0384281416935011	0.001	-1	6.4
-0.0392122271720226	0.001	-1	6.4
-0.0399947646189567	0.001	-1	6.4
-0.040775723141067	0.001	-1	6.4
-0.041555071907446	0.001	-1	6.4
-0.0423327801507405	0.001	-1	6.4
-0.0431088171683598	0.001	-1	6.4
-0.0438831523236942	0.001	-1	6.4
-0.0446557550473052	0.001	-1	6.4
-0.0454265948381796	0.001	-1	6.4
-0.0461956412648696	0.001	-1	6.4
-0.0469628639667476	0.001	-1	6.4
-0.0477282326551567	0.001	-1	6.4
-0.0484917171146719	0.001	-1	6.4
-0.0492532872042304	0.001	-1	6.4
-0.0500129128583389	0.001	-1	6.4
-0.0507705640882854	0.001	-1	6.4
-0.0515262109832939	0.001	-1	6.4
-0.0522798237117215	0.001	-1	6.4
-0.0530313725222271	0.001	-1	6.4
-0.0537808277449514	0.001	-1	6.4
-0.0545281597926781	0.001	-1	6.4
-0.0552733391620244	0.001	-1	6.4
-0.0560163364345883	0.001	-1	6.4
-0.0567571222780963	0.001	-1	6.4
-0.0574956674476148	0.001	-1	6.4
-0.0582319427866196	0.001	-1	6.4
-0.0589659192282355	0.001	-1	6.4
-0.0596975677963236	0.001	-1	6.4
-0.0604268596066611	0.001	-1	6.4
-0.0611537658680383	0.001	-1	6.4
-0.0618782578834605	0.001	-1	6.4
-0.0626003070512091	0.001	-1	6.4
-0.0633198848660221	0.001	-1	6.4
-0.064036962920202	0.001	-1	6.4
-0.064751512904742	0.001	-1	6.4
-0.065463506610417	0.001	-1	6.4
-0.0661729159289486	0.001	-1	6.4
-0.0668797128540604	0.001	-1	6.4
-0.067583869482629	0.001	-1	6.4
-0.0682853580157499	0.001	-1	6.4
-0.0689841507598601	0.001	-1	6.4
-0.0696802201278182	0.001	-1	6.4
-0.0703735386399913	0.001	-1	6.4
-0.0710640789253709	0.001	-1	6.4
-0.0717518137225888	0.001	-1	6.4
-0.0724367158810573	0.001	-1	6.4
-0.0731187583620176	0.001	-1	6.4
-0.073797914239595	0.001	-1	6.4
-0.0744741567018856	0.001	-1	6.4
-0.0751474590519798	0.001	-1	6.4
-0.0758177947090708	0.001	-1	6.4
-0.0764851372094455	0.001	-1	6.4
-0.077149460207572	0.001	-1	6.4
-0.0778107374770975	0.001	-1	6.4
-0.0784689429119574	0.001	-1	6.4
-0.0791240505273016	0.001	-1	6.4
-0.0797760344606147	0.001	-1	6.4
-0.0804248689726883	0.001	-1	6.4
-0.0810705284486417	0.001	-1	6.4
-0.0817129873989479	0.001	-1	6.4
-0.0823522204604217	0.001	-1	6.4
-0.0829882023972495	0.001	-1	6.4
-0.0836209081019383	0.001	-1	6.4
-0.0842503125963567	0.001	-1	6.4
-0.0848763910327026	0.001	-1	6.4
-0.0854991186944556	0.001	-1	6.4
-0.0861184709974019	0.001	-1	6.4
-0.0867344234905705	0.001	-1	6.4
-0.0873469518572119	0.001	-1	6.4
-0.0879560319157608	0.001	-1	6.4
-0.0885616396207709	0.001	-1	6.4
-0.0891637510638876	0.001	-1	6.4
-0.0897623424747849	0.001	-1	6.4
-0.090357390222108	0.001	-1	6.4
-0.0909488708143744	0.001	-1	6.4
-0.0915367609009543	0.001	-1	6.4
-0.092121037272948	0.001	-1	6.4
-0.0927016768641256	0.001	-1	6.4
-0.0932786567518313	0.001	-1	6.4
-0.0938519541578895	0.001	-1	6.4
-0.094421546449496	0.001	-1	6.4
-0.094987411140119	0.001	-1	6.4
-0.0955495258904051	0.001	-1	6.4
-0.0961078685090122	0.001	-1	6.4
-0.0966624169535315	0.001	-1	6.4
-0.0972131493313437	0.001	-1	6.4
-0.0977600439004771	0.001	-1	6.4
-0.0983030790704653	0.001	-1	6.4
-0.0988422334032162	0.001	-1	6.4
-0.0993774856138376	0.001	-1	6.4
-0.0999088145714815	0.001	-1	6.4
-0.100436199300209	0.001	-1	6.4
-0.100959618979759	0.001	-1	6.4
-0.101479052946418	0.001	-1	6.4
-0.101994480693831	0.001	-1	6.4
-0.102505881873787	0.001	-1	6.4
-0.103013236297045	0.001	-1	6.4
-0.103516523934118	0.001	-1	6.4
-0.10401572491608	0.001	-1	6.4
-0.104510819535321	0.001	-1	6.4
-0.105001788246355	0.001	-1	6.4
-0.105488611666591	0.001	-1	6.4
-0.105971270577061	0.001	-1	6.4
-0.106449745923216	0.001	-1	6.4
-0.106924018815679	0.001	-1	6.4
-0.107394070530955	0.001	-1	6.4
-0.107859882512219	0.001	-1	6.4
-0.108321436370007	0.001	-1	6.4
-0.108778713882964	0.001	-1	6.4
-0.109231696998542	0.001	-1	6.4
-0.109680367833782	0.001	-1	6.4
-0.110124708675889	0.001	-1	6.4
-0.110564701983062	0.001	-1	6.4
-0.111000330385119	0.001	-1	6.4
-0.111431576684195	0.001	-1	6.4
-0.111858423855423	0.001	-1	6.4
-0.112280855047612	0.001	-1	6.4
-0.112698853583899	0.001	-1	6.4
-0.113112402962409	0.001	-1	6.4
-0.113521486856946	0.001	-1	6.4
-0.113926089117546	0.001	-1	6.4
-0.114326193771234	0.001	-1	6.4
-0.114721785022546	0.001	-1	6.4
-0.115112847254217	0.001	-1	6.4
-0.115499365027784	0.001	-1	6.4
-0.115881323084189	0.001	-1	6.4
-0.116258706344375	0.001	-1	6.4
-0.116631499909902	0.001	-1	6.4
-0.116999689063521	0.001	-1	6.4
-0.117363259269748	0.001	-1	6.4
-0.11772219617545	0.001	-1	6.4
-0.118076485610437	0.001	-1	6.4
-0.118426113587942	0.001	-1	6.4
-0.118771066305261	0.001	-1	6.4
-0.119111330144252	0.001	-1	6.4
-0.119446891671878	0.001	-1	6.4
-0.119777737640748	0.001	-1	6.4
-0.120103854989628	0.001	-1	6.4
-0.120425230843962	0.001	-1	6.4
-0.120741852516378	0.001	-1	6.4
-0.121053707507215	0.001	-1	6.4
-0.121360783504948	0.001	-1	6.4
-0.121663068386753	0.001	-1	6.4
-0.121960550218936	0.001	-1	6.4
-0.12225321725743	0.001	-1	6.4
-0.122541057948233	0.001	-1	6.4
-0.122824060927895	0.001	-1	6.4
-0.123102215023939	0.001	-1	6.4
-0.123375509255311	0.001	-1	6.4
-0.123643932832847	0.001	-1	6.4
-0.123907475159619	0.001	-1	6.4
-0.124166125831435	0.001	-1	6.4
-0.124419874637208	0.001	-1	6.4
-0.124668711559374	0.001	-1	6.4
-0.124912626774274	0.001	-1	6.4
-0.125151610652551	0.001	-1	6.4
-0.125385653759537	0.001	-1	6.4
-0.125614746855605	0.001	-1	6.4
-0.125838880896546	0.001	-1	6.4
-0.126058047033957	0.001	-1	6.4
-0.126272236615507	0.001	-1	6.4
-0.126481441185371	0.001	-1	6.4
-0.126685652484507	0.001	-1	6.4
-0.126884862451003	0.001	-1	6.4
-0.12707906322039	0.001	-1	6.4
-0.127268247125956	0.001	-1	6.4
-0.127452406699045	0.001	-1	6.4
-0.127631534669341	0.001	-1	6.4
-0.127805623965206	0.001	-1	6.4
-0.127974667713866	0.001	-1	6.4
-0.128138659241773	0.001	-1	6.4
-0.128297592074823	0.001	-1	6.4
-0.128451459938616	0.001	-1	6.4
-0.128600256758717	0.001	-1	6.4
-0.128743976660878	0.001	-1	6.4
-0.128882613971287	0.001	-1	6.4
-0.129016163216769	0.001	-1	6.4
-0.129144619125056	0.001	-1	6.4
-0.129267976624903	0.001	-1	6.4
-0.129386230846374	0.001	-1	6.4
-0.129499377120997	0.001	-1	6.4
-0.12960741098194	0.001	-1	6.4
-0.129710328164239	0.001	-1	6.4
-0.129808124604873	0.001	-1	6.4
-0.129900796443014	0.001	-1	6.4
-0.129988340020137	0.001	-1	6.4
-0.130070751880173	0.001	-1	6.4
-0.130148028769641	0.001	-1	6.4
-0.130220167637773	0.001	-1	6.4
-0.130287165636677	0.001	-1	6.4
-0.130349020121361	0.001	-1	6.4
-0.130405728649924	0.001	-1	6.4
-0.130457288983609	0.001	-1	6.4
-0.130503699086904	0.001	-1	6.4
-0.130544957127618	0.001	-1	6.4
-0.130581061476953	0.001	-1	6.4
-0.130612010709571	0.001	-1	6.4
-0.130637803603641	0.001	-1	6.4
-0.130658439140931	0.001	-1	6.4
-0.130673916506757	0.001	-1	6.4
-0.130684235090109	0.001	-1	6.4
-0.130689394483627	0.001	-1	6.4
-0.130689394483627	0.001	-1	6.4
-0.130684235090109	0.001	-1	6.4
-0.130673916506757	0.001	-1	6.4
-0.130658439140931	0.001	-1	6.4
-0.130637803603641	0.001	-1	6.4
-0.130612010709571	0.001	-1	6.4
-0.130581061476953	0.001	-1	6.4
-0.130544957127618	0.001	-1	6.4
-0.130503699086904	0.001	-1	6.4
-0.130457288983609	0.001	-1	6.4
-0.130405728649923	0.001	-1	6.4
-0.130349020121361	0.001	-1	6.4
-0.130287165636678	0.001	-1	6.4
-0.130220167637773	0.001	-1	6.4
-0.130148028769641	0.001	-1	6.4
-0.130070751880173	0.001	-1	6.4
-0.129988340020138	0.001	-1	6.4
-0.129900796443014	0.001	-1	6.4
-0.129808124604872	0.001	-1	6.4
-0.129710328164239	0.001	-1	6.4
-0.129607410981949	0.001	-1	6.4
-0.129499377120997	0.001	-1	6.4
-0.129386230846374	0.001	-1	6.4
-0.129267976624894	0.001	-1	6.4
-0.129144619125056	0.001	-1	6.4
-0.129016163216778	0.001	-1	6.4
-0.128882613971287	0.001	-1	6.4
-0.128743976660879	0.001	-1	6.4
-0.128600256758716	0.001	-1	6.4
-0.128451459938616	0.001	-1	6.4
-0.128297592074822	0.001	-1	6.4
-0.128138659241773	0.001	-1	6.4
-0.127974667713858	0.001	-1	6.4
-0.127805623965205	0.001	-1	6.4
-0.12763153466935	0.001	-1	6.4
-0.127452406699045	0.001	-1	6.4
-0.127268247125957	0.001	-1	6.4
-0.12707906322039	0.001	-1	6.4
-0.126884862451003	0.001	-1	6.4
-0.126685652484506	0.001	-1	6.4
-0.126481441185371	0.001	-1	6.4
-0.126272236615499	0.001	-1	6.4
-0.126058047033957	0.001	-1	6.4
-0.125838880896554	0.001	-1	6.4
-0.125614746855605	0.001	-1	6.4
-0.125385653759536	0.001	-1	6.4
-0.125151610652552	0.001	-1	6.4
-0.124912626774273	0.001	-1	6.4
-0.124668711559374	0.001	-1	6.4
-0.124419874637209	0.001	-1	6.4
-0.124166125831434	0.001	-1	6.4
-0.12390747515961	0.001	-1	6.4
-0.123643932832847	0.001	-1	6.4
-0.12337550925532	0.001	-1	6.4
-0.123102215023938	0.001	-1	6.4
-0.122824060927895	0.001	-1	6.4
-0.122541057948235	0.001	-1	6.4
-0.122253217257428	0.001	-1	6.4
-0.121960550218937	0.001	-1	6.4
-0.121663068386752	0.001	-1	6.4
-0.12136078350494	0.001	-1	6.4
-0.121053707507215	0.001	-1	6.4
-0.120741852516386	0.001	-1	6.4
-0.120425230843964	0.001	-1	6.4
-0.120103854989626	0.001	-1	6.4
-0.119777737640748	0.001	-1	6.4
-0.119446891671878	0.001	-1	6.4
-0.119111330144252	0.001	-1	6.4
-0.118771066305261	0.001	-1	6.4
-0.118426113587933	0.001	-1	6.4
-0.118076485610437	0.001	-1	6.4
-0.117722196175459	0.001	-1	6.4
-0.117363259269748	0.001	-1	6.4
-0.116999689063521	0.001	-1	6.4
-0.116631499909904	0.001	-1	6.4
-0.116258706344373	0.001	-1	6.4
-0.115881323084173	0.001	-1	6.4
-0.115499365027784	0.001	-1	6.4
-0.115112847254217	0.001	-1	6.4
-0.114721785022546	0.001	-1	6.4
-0.114326193771236	0.001	-1	6.4
-0.113926089117554	0.001	-1	6.4
-0.113521486856945	0.001	-1	6.4
-0.113112402962409	0.001	-1	6.4
-0.112698853583899	0.001	-1	6.4
-0.112280855047613	0.001	-1	6.4
-0.111858423855422	0.001	-1	6.4
-0.111431576684195	0.001	-1	6.4
-0.111000330385119	0.001	-1	6.4
-0.110564701983064	0.001	-1	6.4
-0.110124708675887	0.001	-1	6.4
-0.109680367833782	0.001	-1	6.4
-0.109231696998545	0.001	-1	6.4
-0.108778713882961	0.001	-1	6.4
-0.108321436370007	0.001	-1	6.4
-0.107859882512219	0.001	-1	6.4
-0.107394070530958	0.001	-1	6.4
-0.106924018815675	0.001	-1	6.4
-0.106449745923218	0.001	-1	6.4
-0.10597127057706	0.001	-1	6.4
-0.105488611666591	0.001	-1	6.4
-0.105001788246355	0.001	-1	6.4
-0.104510819535323	0.001	-1	6.4
-0.104015724916078	0.001	-1	6.4
-0.103516523934122	0.001	-1	6.4
-0.103013236297043	0.001	-1	6.4
-0.102505881873787	0.001	-1	6.4
-0.101994480693831	0.001	-1	6.4
-0.101479052946418	0.001	-1	6.4
-0.100959618979758	0.001	-1	6.4
-0.100436199300212	0.001	-1	6.4
-0.0999088145714797	0.001	-1	6.4
-0.0993774856138359	0.001	-1	6.4
-0.098842233403218	0.001	-1	6.4
-0.0983030790704671	0.001	-1	6.4
-0.0977600439004735	0.001	-1	6.4
-0.0972131493313437	0.001	-1	6.4
-0.0966624169535333	0.001	-1	6.4
-0.0961078685090122	0.001	-1	6.4
-0.0955495258904069	0.001	-1	6.4
-0.0949874111401172	0.001	-1	6.4
-0.0944215464494942	0.001	-1	6.4
-0.0938519541578913	0.001	-1	6.4
-0.0932786567518313	0.001	-1	6.4
-0.0927016768641273	0.001	-1	6.4
-0.092121037272948	0.001	-1	6.4
-0.0915367609009508	0.001	-1	6.4
-0.090948870814378	0.001	-1	6.4
-0.0903573902221062	0.001	-1	6.4
-0.0897623424747849	0.001	-1	6.4
-0.0891637510638894	0.001	-1	6.4
-0.0885616396207691	0.001	-1	6.4
-0.0879560319157591	0.001	-1	6.4
-0.0873469518572154	0.001	-1	6.4
-0.0867344234905687	0.001	-1	6.4
-0.0861184709974019	0.001	-1	6.4
-0.0854991186944503	0.001	-1	6.4
-0.0848763910327079	0.001	-1	6.4
-0.084250312596355	0.001	-1	6.4
-0.0836209081019472	0.001	-1	6.4
-0.0829882023972424	0.001	-1	6.4
-0.0823522204604288	0.001	-1	6.4
-0.0817129873989408	0.001	-1	6.4
-0.0810705284486346	0.001	-1	6.4
-0.0804248689726954	0.001	-1	6.4
-0.0797760344606111	0.001	-1	6.4
-0.0791240505273052	0.001	-1	6.4
-0.0784689429119503	0.001	-1	6.4
-0.0778107374771118	0.001	-1	6.4
-0.0771494602075649	0.001	-1	6.4
-0.0764851372094562	0.001	-1	6.4
-0.0758177947090672	0.001	-1	6.4
-0.0751474590519763	0.001	-1	6.4
-0.0744741567018856	0.001	-1	6.4
-0.0737979142395915	0.001	-1	6.4
-0.0731187583620212	0.001	-1	6.4
-0.0724367158810537	0.001	-1	6.4
-0.0717518137225959	0.001	-1	6.4
-0.0710640789253638	0.001	-1	6.4
-0.070373538640002	0.001	-1	6.4
-0.0696802201278146	0.001	-1	6.4
-0.0689841507598636	0.001	-1	6.4
-0.0682853580157428	0.001	-1	6.4
-0.0675838694826254	0.001	-1	6.4
-0.0668797128540675	0.001	-1	6.4
-0.0661729159289415	0.001	-1	6.4
-0.0654635066104241	0.001	-1	6.4
-0.0647515129047349	0.001	-1	6.4
-0.0640369629202127	0.001	-1	6.4
-0.0633198848660186	0.001	-1	6.4
-0.0626003070512127	0.001	-1	6.4
-0.0618782578834534	0.001	-1	6.4
-0.0611537658680383	0.001	-1	6.4
-0.0604268596066611	0.001	-1	6.4
-0.0596975677963201	0.001	-1	6.4
-0.058965919228239	0.001	-1	6.4
-0.0582319427866196	0.001	-1	6.4
-0.0574956674476148	0.001	-1	6.4
-0.0567571222780963	0.001	-1	6.4
-0.0560163364345918	0.001	-1	6.4
-0.0552733391620244	0.001	-1	6.4
-0.0545281597926746	0.001	-1	6.4
-0.0537808277449514	0.001	-1	6.4
-0.0530313725222236	0.001	-1	6.4
-0.052279823711725	0.001	-1	6.4
-0.0515262109832939	0.001	-1	6.4
-0.0507705640882889	0.001	-1	6.4
-0.0500129128583353	0.001	-1	6.4
-0.0492532872042304	0.001	-1	6.4
-0.0484917171146719	0.001	-1	6.4
-0.0477282326551567	0.001	-1	6.4
-0.0469628639667476	0.001	-1	6.4
-0.0461956412648661	0.001	-1	6.4
-0.0454265948381831	0.001	-1	6.4
-0.0446557550473052	0.001	-1	6.4
-0.0438831523236978	0.001	-1	6.4
-0.0431088171683562	0.001	-1	6.4
-0.042332780150744	0.001	-1	6.4
-0.0415550719074425	0.001	-1	6.4
-0.0407757231410635	0.001	-1	6.4
-0.0399947646189638	0.001	-1	6.4
-0.039212227172019	0.001	-1	6.4
-0.0384281416935011	0.001	-1	6.4
-0.0376425391377353	0.001	-1	6.4
-0.0368554505190026	0.001	-1	6.4
-0.0360669069101682	0.001	-1	6.4
-0.0352769394416157	0.001	-1	6.4
-0.0344855792998935	0.001	-1	6.4
-0.0336928577265567	0.001	-1	6.4
-0.0328988060168776	0.001	-1	6.4
-0.0321034555186763	0.001	-1	6.4
-0.0313068376310142	0.001	-1	6.4
-0.0305089838030135	0.001	-1	6.4
-0.0297099255325755	0.001	-1	6.4
-0.0289096943651366	0.001	-1	6.4
-0.028108321892482	0.001	-1	6.4
-0.0273058397513921	0.001	-1	6.4
-0.0265022796225196	0.001	-1	6.4
-0.0256976732290113	0.001	-1	6.4
-0.0248920523353782	0.001	-1	6.4
-0.0240854487461313	0.001	-1	6.4
-0.0232778943046164	0.001	-1	6.4
-0.0224694208916851	0.001	-1	6.4
-0.0216600604244945	0.001	-1	6.4
-0.0208498448552099	0.001	-1	6.4
-0.0200388061697474	0.001	-1	6.4
-0.0192269763865305	0.001	-1	6.4
-0.0184143875552039	0.001	-1	6.4
-0.0176010717553936	0.001	-1	6.4
-0.0167870610953997	0.001	-1	6.4
-0.0159723877109883	0.001	-1	6.4
-0.0151570837640485	0.001	-1	6.4
-0.0143411814414023	0.001	-1	6.4
-0.013524712953469	0.001	-1	6.4
-0.012707710533018	0.001	-1	6.4
-0.0118902064339252	0.001	-1	6.4
-0.0110722329298341	0.001	-1	6.4
-0.0102538223129471	0.001	-1	6.4
-0.00943500689271559	0.001	-1	6.4
-0.00861581899456354	0.001	-1	6.4
-0.00779629095863044	0.001	-1	6.4
-0.00697645513848499	0.001	-1	6.4
-0.00615634389982844	0.001	-1	6.4
-0.00533598961926174	0.001	-1	6.4
-0.00451542468296395	0.001	-1	6.4
-0.0036946814854204	0.001	-1	6.4
-0.00287379242818631	0.001	-1	6.4
-0.00205278991855096	0.001	-1	6.4
-0.00123170636827652	0.001	-1	6.4
-0.000410574192347468	0.001	-1	6.4
0.000410574192347468	0.001	-1	6.4
